Case study,Summary,LLM,Role,Example,Insight,Evidence,Repetition,Output,BLEU,METEOR,ROUGE-1,ROUGE-2,ROUGE-L,Flesch Reading Ease
milk_consumption,bart,mistral-medium-latest,No,Yes,No,plot,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/58_milk_consumption_example_plot_rep3/02_summaries/bart.txt,0.015352,0.122294,0.297924,0.105263,0.168498,51.017595
milk_consumption,bert,mistral-medium-latest,No,Yes,No,plot,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/58_milk_consumption_example_plot_rep3/02_summaries/bert.txt,0.007834,0.115480,0.296912,0.088095,0.171021,43.369163
milk_consumption,t5,mistral-medium-latest,No,Yes,No,plot,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/58_milk_consumption_example_plot_rep3/02_summaries/t5.txt,0.004791,0.111721,0.263819,0.083123,0.143216,47.517017
milk_consumption,longformer_ext,mistral-medium-latest,No,Yes,No,plot,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/58_milk_consumption_example_plot_rep3/02_summaries/longformer_ext.txt,0.052112,0.187269,0.413066,0.145723,0.193888,35.740452
milk_consumption,none,mistral-medium-latest,No,Yes,No,table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/59_milk_consumption_example_table_rep3/02_summaries/none.txt,0.023107,0.271400,0.319828,0.128378,0.161449,41.689385
milk_consumption,bart,mistral-medium-latest,No,Yes,No,table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/59_milk_consumption_example_table_rep3/02_summaries/bart.txt,0.030896,0.145526,0.352144,0.108597,0.189616,43.588395
milk_consumption,bert,mistral-medium-latest,No,Yes,No,table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/59_milk_consumption_example_table_rep3/02_summaries/bert.txt,0.009266,0.148553,0.351893,0.107143,0.164811,44.449131
milk_consumption,t5,mistral-medium-latest,No,Yes,No,table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/59_milk_consumption_example_table_rep3/02_summaries/t5.txt,0.006072,0.103823,0.260658,0.065934,0.124239,51.121429
milk_consumption,longformer_ext,mistral-medium-latest,No,Yes,No,table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/59_milk_consumption_example_table_rep3/02_summaries/longformer_ext.txt,0.011096,0.082742,0.203996,0.050580,0.109359,57.616491
milk_consumption,none,mistral-medium-latest,No,Yes,No,plot+table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/60_milk_consumption_example_plot_plus_table_rep3/02_summaries/none.txt,0.031058,0.281340,0.315696,0.142772,0.165874,38.778549
milk_consumption,bart,mistral-medium-latest,No,Yes,No,plot+table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/60_milk_consumption_example_plot_plus_table_rep3/02_summaries/bart.txt,0.031943,0.149485,0.346821,0.122827,0.187283,43.246869
milk_consumption,bert,mistral-medium-latest,No,Yes,No,plot+table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/60_milk_consumption_example_plot_plus_table_rep3/02_summaries/bert.txt,0.010703,0.135841,0.344676,0.074807,0.151482,35.070758
milk_consumption,t5,mistral-medium-latest,No,Yes,No,plot+table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/60_milk_consumption_example_plot_plus_table_rep3/02_summaries/t5.txt,0.005090,0.122032,0.289538,0.058537,0.131387,24.577818
milk_consumption,longformer_ext,mistral-medium-latest,No,Yes,No,plot+table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/60_milk_consumption_example_plot_plus_table_rep3/02_summaries/longformer_ext.txt,0.041203,0.149772,0.366492,0.119622,0.178010,22.420227
milk_consumption,none,mistral-medium-latest,Yes,Yes,No,plot,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/61_milk_consumption_role+example_plot_rep3/02_summaries/none.txt,0.030674,0.273610,0.307919,0.129602,0.164851,46.501159
milk_consumption,bart,mistral-medium-latest,Yes,Yes,No,plot,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/61_milk_consumption_role+example_plot_rep3/02_summaries/bart.txt,0.025745,0.167845,0.376471,0.094319,0.183957,46.716962
milk_consumption,bert,mistral-medium-latest,Yes,Yes,No,plot,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/61_milk_consumption_role+example_plot_rep3/02_summaries/bert.txt,0.015573,0.155651,0.390295,0.103594,0.179325,38.769865
milk_consumption,t5,mistral-medium-latest,Yes,Yes,No,plot,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/61_milk_consumption_role+example_plot_rep3/02_summaries/t5.txt,0.010414,0.132639,0.327982,0.080460,0.167431,39.816959
milk_consumption,longformer_ext,mistral-medium-latest,Yes,Yes,No,plot,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/61_milk_consumption_role+example_plot_rep3/02_summaries/longformer_ext.txt,0.034066,0.151039,0.370213,0.091684,0.161702,39.381119
milk_consumption,none,mistral-medium-latest,Yes,Yes,No,table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/62_milk_consumption_role+example_table_rep3/02_summaries/none.txt,0.016237,0.229430,0.258191,0.091487,0.130562,42.550207
milk_consumption,bart,mistral-medium-latest,Yes,Yes,No,table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/62_milk_consumption_role+example_table_rep3/02_summaries/bart.txt,0.018705,0.168709,0.372139,0.079761,0.169154,37.888492
milk_consumption,bert,mistral-medium-latest,Yes,Yes,No,table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/62_milk_consumption_role+example_table_rep3/02_summaries/bert.txt,0.015557,0.143352,0.377098,0.104847,0.171767,39.460151
milk_consumption,t5,mistral-medium-latest,Yes,Yes,No,table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/62_milk_consumption_role+example_table_rep3/02_summaries/t5.txt,0.013514,0.137063,0.324619,0.085153,0.163399,40.995529
milk_consumption,longformer_ext,mistral-medium-latest,Yes,Yes,No,table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/62_milk_consumption_role+example_table_rep3/02_summaries/longformer_ext.txt,0.019716,0.155493,0.361423,0.063790,0.147940,33.650434
milk_consumption,none,mistral-medium-latest,Yes,Yes,No,plot+table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/63_milk_consumption_role+example_plot_plus_table_rep3/02_summaries/none.txt,0.027636,0.254292,0.253248,0.115812,0.138436,40.553793
milk_consumption,bart,mistral-medium-latest,Yes,Yes,No,plot+table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/63_milk_consumption_role+example_plot_plus_table_rep3/02_summaries/bart.txt,0.036474,0.182691,0.403633,0.101112,0.189707,45.511086
milk_consumption,bert,mistral-medium-latest,Yes,Yes,No,plot+table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/63_milk_consumption_role+example_plot_plus_table_rep3/02_summaries/bert.txt,0.028524,0.164885,0.414272,0.117180,0.184341,37.907982
milk_consumption,t5,mistral-medium-latest,Yes,Yes,No,plot+table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/63_milk_consumption_role+example_plot_plus_table_rep3/02_summaries/t5.txt,0.010796,0.126183,0.338673,0.091743,0.167048,42.283993
milk_consumption,longformer_ext,mistral-medium-latest,Yes,Yes,No,plot+table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/63_milk_consumption_role+example_plot_plus_table_rep3/02_summaries/longformer_ext.txt,0.017250,0.160131,0.356929,0.085914,0.157527,31.390049
milk_consumption,none,mistral-medium-latest,Yes,No,Yes,plot,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/64_milk_consumption_role+insights_plot_rep3/02_summaries/none.txt,0.026373,0.243256,0.242740,0.113936,0.132486,40.184689
milk_consumption,bart,mistral-medium-latest,Yes,No,Yes,plot,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/64_milk_consumption_role+insights_plot_rep3/02_summaries/bart.txt,0.022585,0.159834,0.348279,0.079415,0.175182,32.430004
milk_consumption,bert,mistral-medium-latest,Yes,No,Yes,plot,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/64_milk_consumption_role+insights_plot_rep3/02_summaries/bert.txt,0.033443,0.178177,0.405567,0.131474,0.188867,41.293493
milk_consumption,t5,mistral-medium-latest,Yes,No,Yes,plot,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/64_milk_consumption_role+insights_plot_rep3/02_summaries/t5.txt,0.022951,0.154547,0.369710,0.113839,0.198218,48.509863
milk_consumption,longformer_ext,mistral-medium-latest,Yes,No,Yes,plot,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/64_milk_consumption_role+insights_plot_rep3/02_summaries/longformer_ext.txt,0.048740,0.160558,0.384216,0.118626,0.184839,44.168085
milk_consumption,none,mistral-medium-latest,Yes,No,Yes,table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/65_milk_consumption_role+insights_table_rep3/02_summaries/none.txt,0.015687,0.231055,0.241325,0.085319,0.123838,43.272722
milk_consumption,bart,mistral-medium-latest,Yes,No,Yes,table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/65_milk_consumption_role+insights_table_rep3/02_summaries/bart.txt,0.015299,0.137657,0.322581,0.070907,0.162331,35.773273
milk_consumption,bert,mistral-medium-latest,Yes,No,Yes,table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/65_milk_consumption_role+insights_table_rep3/02_summaries/bert.txt,0.019778,0.158568,0.381514,0.100493,0.167158,43.127380
milk_consumption,t5,mistral-medium-latest,Yes,No,Yes,table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/65_milk_consumption_role+insights_table_rep3/02_summaries/t5.txt,0.012184,0.136077,0.295964,0.080899,0.168161,45.481806
milk_consumption,longformer_ext,mistral-medium-latest,Yes,No,Yes,table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/65_milk_consumption_role+insights_table_rep3/02_summaries/longformer_ext.txt,0.020147,0.172488,0.383410,0.088643,0.164055,47.830000
milk_consumption,none,mistral-medium-latest,Yes,No,Yes,plot+table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/66_milk_consumption_role+insights_plot_plus_table_rep3/02_summaries/none.txt,0.026569,0.242983,0.254939,0.115294,0.135466,42.429696
milk_consumption,bart,mistral-medium-latest,Yes,No,Yes,plot+table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/66_milk_consumption_role+insights_plot_plus_table_rep3/02_summaries/bart.txt,0.022872,0.151859,0.349435,0.076210,0.170606,35.717431
milk_consumption,bert,mistral-medium-latest,Yes,No,Yes,plot+table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/66_milk_consumption_role+insights_plot_plus_table_rep3/02_summaries/bert.txt,0.011727,0.156562,0.380855,0.093878,0.160896,36.927409
milk_consumption,t5,mistral-medium-latest,Yes,No,Yes,plot+table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/66_milk_consumption_role+insights_plot_plus_table_rep3/02_summaries/t5.txt,0.026371,0.155899,0.375000,0.110151,0.185345,49.168097
milk_consumption,longformer_ext,mistral-medium-latest,Yes,No,Yes,plot+table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/66_milk_consumption_role+insights_plot_plus_table_rep3/02_summaries/longformer_ext.txt,0.039032,0.165450,0.381930,0.115226,0.174538,46.217753
milk_consumption,none,mistral-medium-latest,No,Yes,Yes,plot,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/67_milk_consumption_insights+example_plot_rep3/02_summaries/none.txt,0.031385,0.269210,0.298405,0.139601,0.157175,38.011691
milk_consumption,bart,mistral-medium-latest,No,Yes,Yes,plot,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/67_milk_consumption_insights+example_plot_rep3/02_summaries/bart.txt,0.033125,0.146508,0.355056,0.126126,0.175281,37.697045
milk_consumption,bert,mistral-medium-latest,No,Yes,Yes,plot,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/67_milk_consumption_insights+example_plot_rep3/02_summaries/bert.txt,0.010070,0.129924,0.331126,0.073009,0.167770,39.622440
milk_consumption,t5,mistral-medium-latest,No,Yes,Yes,plot,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/67_milk_consumption_insights+example_plot_rep3/02_summaries/t5.txt,0.019274,0.142577,0.353617,0.105869,0.167623,44.062575
milk_consumption,longformer_ext,mistral-medium-latest,No,Yes,Yes,plot,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/67_milk_consumption_insights+example_plot_rep3/02_summaries/longformer_ext.txt,0.035998,0.141882,0.354565,0.106383,0.163482,21.516888
milk_consumption,none,mistral-medium-latest,No,Yes,Yes,table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/68_milk_consumption_insights+example_table_rep3/02_summaries/none.txt,0.020415,0.256012,0.286927,0.115515,0.151104,33.579682
milk_consumption,bart,mistral-medium-latest,No,Yes,Yes,table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/68_milk_consumption_insights+example_table_rep3/02_summaries/bart.txt,0.029883,0.145895,0.350956,0.101466,0.173228,34.056403
milk_consumption,bert,mistral-medium-latest,No,Yes,Yes,table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/68_milk_consumption_insights+example_table_rep3/02_summaries/bert.txt,0.006074,0.121036,0.307692,0.069274,0.153846,32.667994
milk_consumption,t5,mistral-medium-latest,No,Yes,Yes,table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/68_milk_consumption_insights+example_table_rep3/02_summaries/t5.txt,0.007242,0.107169,0.282380,0.067836,0.133022,40.511346
milk_consumption,longformer_ext,mistral-medium-latest,No,Yes,Yes,table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/68_milk_consumption_insights+example_table_rep3/02_summaries/longformer_ext.txt,0.040801,0.171760,0.375130,0.105919,0.180311,31.700327
milk_consumption,none,mistral-medium-latest,No,Yes,Yes,plot+table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/69_milk_consumption_insights+example_plot_plus_table_rep3/02_summaries/none.txt,0.028114,0.264501,0.260999,0.120865,0.143177,36.253901
milk_consumption,bart,mistral-medium-latest,No,Yes,Yes,plot+table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/69_milk_consumption_insights+example_plot_plus_table_rep3/02_summaries/bart.txt,0.044764,0.146226,0.359031,0.139073,0.189427,36.435068
milk_consumption,bert,mistral-medium-latest,No,Yes,Yes,plot+table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/69_milk_consumption_insights+example_plot_plus_table_rep3/02_summaries/bert.txt,0.020545,0.159862,0.362513,0.082559,0.166838,34.816714
milk_consumption,t5,mistral-medium-latest,No,Yes,Yes,plot+table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/69_milk_consumption_insights+example_plot_plus_table_rep3/02_summaries/t5.txt,0.012127,0.121163,0.312941,0.094340,0.164706,49.521224
milk_consumption,longformer_ext,mistral-medium-latest,No,Yes,Yes,plot+table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/69_milk_consumption_insights+example_plot_plus_table_rep3/02_summaries/longformer_ext.txt,0.002307,0.074784,0.209332,0.040455,0.100883,29.620000
milk_consumption,none,mistral-medium-latest,Yes,Yes,Yes,plot,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/70_milk_consumption_all_three_plot_rep3/02_summaries/none.txt,0.024993,0.254245,0.252334,0.110659,0.137898,40.605443
milk_consumption,bart,mistral-medium-latest,Yes,Yes,Yes,plot,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/70_milk_consumption_all_three_plot_rep3/02_summaries/bart.txt,0.022328,0.163286,0.369588,0.084656,0.173178,41.868525
milk_consumption,bert,mistral-medium-latest,Yes,Yes,Yes,plot,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/70_milk_consumption_all_three_plot_rep3/02_summaries/bert.txt,0.032899,0.169611,0.397590,0.102616,0.168675,34.955321
milk_consumption,t5,mistral-medium-latest,Yes,Yes,Yes,plot,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/70_milk_consumption_all_three_plot_rep3/02_summaries/t5.txt,0.017261,0.145179,0.347052,0.091416,0.166852,39.153842
milk_consumption,longformer_ext,mistral-medium-latest,Yes,Yes,Yes,plot,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/70_milk_consumption_all_three_plot_rep3/02_summaries/longformer_ext.txt,0.043664,0.169677,0.421343,0.101382,0.195032,35.979383
milk_consumption,none,mistral-medium-latest,Yes,Yes,Yes,table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/71_milk_consumption_all_three_table_rep3/02_summaries/none.txt,0.014990,0.228401,0.235135,0.086525,0.123423,38.574458
milk_consumption,bart,mistral-medium-latest,Yes,Yes,Yes,table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/71_milk_consumption_all_three_table_rep3/02_summaries/bart.txt,0.011095,0.140832,0.340021,0.074074,0.154171,37.174350
milk_consumption,bert,mistral-medium-latest,Yes,Yes,Yes,table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/71_milk_consumption_all_three_table_rep3/02_summaries/bert.txt,0.017974,0.156999,0.367861,0.100873,0.168441,37.131629
milk_consumption,t5,mistral-medium-latest,Yes,Yes,Yes,table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/71_milk_consumption_all_three_table_rep3/02_summaries/t5.txt,0.009759,0.119723,0.293798,0.063250,0.158868,32.103409
milk_consumption,longformer_ext,mistral-medium-latest,Yes,Yes,Yes,table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/71_milk_consumption_all_three_table_rep3/02_summaries/longformer_ext.txt,0.018005,0.150467,0.353846,0.075145,0.144231,31.310017
milk_consumption,none,mistral-medium-latest,Yes,Yes,Yes,plot+table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/72_milk_consumption_all_three_plot_plus_table_rep3/02_summaries/none.txt,0.021294,0.237737,0.237415,0.100286,0.124863,39.189357
milk_consumption,bart,mistral-medium-latest,Yes,Yes,Yes,plot+table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/72_milk_consumption_all_three_plot_plus_table_rep3/02_summaries/bart.txt,0.023854,0.155107,0.353927,0.079748,0.157068,35.523750
milk_consumption,bert,mistral-medium-latest,Yes,Yes,Yes,plot+table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/72_milk_consumption_all_three_plot_plus_table_rep3/02_summaries/bert.txt,0.014678,0.163947,0.408284,0.092885,0.161736,43.020562
milk_consumption,t5,mistral-medium-latest,Yes,Yes,Yes,plot+table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/72_milk_consumption_all_three_plot_plus_table_rep3/02_summaries/t5.txt,0.023848,0.140463,0.327434,0.110865,0.176991,33.134312
milk_consumption,longformer_ext,mistral-medium-latest,Yes,Yes,Yes,plot+table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/72_milk_consumption_all_three_plot_plus_table_rep3/02_summaries/longformer_ext.txt,0.007446,0.132904,0.307377,0.041068,0.133197,55.028862
